Address,Translated
"Paruyr Sevak St 1, Gyumri","Paruyr Sevak St 1, Gyumri"
"Улица Максима Горького, Гюмри","Maxim Gorky Street, Gyumri"
"Ghandilyan street 26, Gyumri","Ghandilyan street 26, Gyumri"
"Տրդատ Ճարտարապետի փողոց 9/5, Գյումրի","9/5 Trdat Chartarapet Street, Gyumri"
"Շիրակացի փողոց, Գյումրի","Shirakatsi Street, Gyumri"
"Մուշ 2-2 թաղամաս 5, Գյումրի","Mush 2-2 district 5, Gyumri"
"Շիրակացի փողոց 28, Գյումրի","28 Shirakatsi Street, Gyumri"
"7-я улица квартала Ани, Гюмри","7th street of Ani quarter, Gyumri"
"Paruyr Sevak St, Gyumri","Paruyr Sevak St, Gyumri"
"Улица Егише Чаренца 1, Гюмри","Yeghishe Charents Street 1, Gyumri"
"9-րդ փողոց, Գյումրի","9th Street, Gyumri"
"11th street 4, Gyumri","11th street 4, Gyumri"
"Rizhkov Street 4, Gyumri","Rizhkov Street 4, Gyumri"
"Bagratunyats Square 3, Gyumri","Bagratunyats Square 3, Gyumri"
"Անի թաղամասի 11-րդ փողոց 1, Գյումրի","11th Street, Ani District, Gyumri"
"Եղիշե Չարենցի փողոց 2, Գյումրի","2 Yeghishe Charents Street, Gyumri"
"Գարեգին Ա կաթողիկոսի փողոց, Gyumri","Catholicos Garegin I Street, Gyumri"
"Shirakatsi St 66, Gyumri","Shirakatsi St 66, Gyumri"
"Квартал Муш 2-2, Гюмри","Quarter Mouse 2-2, Gyumri"
"Մուշ 2 թաղամաս 45, Գյումրի","45 Mush 2nd district, Gyumri"
"Sayat Nova avenue 3, Gyumri","Sayat Nova avenue 3, Gyumri"
"Պարույր Սևակի փողոց 11, Գյումրի","11 Paruyr Sevak Street, Gyumri"
"Garegin Njdeh Ave 1/5, Gyumri","Garegin Njdeh Ave 1/5, Gyumri"
"Ավետիք Իսահակյանի փողոց, Գյումրի","Avetik Isahakyan Street, Gyumri"
"Պարույր Սևակի փողոց, Գյումրի","Paruyr Sevak Street, Gyumri"
"Улица Ширакаци 205А, Гюмри","Shirakatsi street 205A, Gyumri"
"Վազգեն Սարգսյանի փողոց, Գյումրի","Vazgen Sargsyan Street, Gyumri"
"Մուշ 2 թաղամաս 56, Գյումրի","56, Mush 2nd district, Gyumri"
"Mher Mkrtchyan street, Gyumri","Mher Mkrtchyan street, Gyumri"
"Minas Avetisyan street, Gyumri","Minas Avetisyan street, Gyumri"
"Տրդատ Ճարտարապետի փողոց 24А, Գյումրի","24A Trdat Chartarapet Street, Gyumri"
"Մուշ 2-2 թաղամաս, Գյումրի","Mush 2-2 district, Gyumri"
"Shahumyan street, Gyumri","Shahumyan street, Gyumri"
"Անի թաղամասի 11-րդ փողոց, Գյումրի","11th Street, Ani District, Gyumri"
"8-րդ թաղամաս 17, Գյումրի","8th District 17, Gyumri"
"Garegin Nzhdeh Avenue 9/2, Gyumri","Garegin Nzhdeh Avenue 9/2, Gyumri"
"Կ. Հալաբյան փողոց 4, Գյումրի","K. Halabyan Street 4, Gyumri"
"Ղանդիլյանի փողոց, Գյումրի","Ghandilyan Street, Gyumri"
"Gorki Street, Gyumri","Gorki Street, Gyumri"
"Vardanants Street, Vanadzor","Vardanants Street, Vanadzor"
"Улица Раскатлян 1, Гюмри","Raskatlyan Street 1, Gyumri"
"Պարույր Սևակի փողոց 3, Գյումրի","3 Paruyr Sevak Street, Gyumri"
"Tigran Mets Avenue 73, Vanadzor","Tigran Mets Avenue 73, Vanadzor"
"Tumanyan street, Vanadzor","Tumanyan street, Vanadzor"
Lorri › Vanadzor,Lorri › Vanadzor
"Vardanants Street 51, Vanadzor","Vardanants Street 51, Vanadzor"
"Telman Street 15, Stepanavan","Telman Street 15, Stepanavan"
"Trdat Architector street 20Ա, Gyumri","Trdat Architector street 20Ա, Gyumri"
Lorri › Stepanavan,Lorri › Stepanavan
"Բաղրամյան փողոց, Ստեփանավան","Baghramyan Street, Stepanavan"
"Մխիթար Գոշ փողոց 7, Վանաձոր","7 Mkhitar Gosh Street, Vanadzor"
"Улица Григора Нарекаци 47, Ванадзор","47 Grigora Narekatsi Street, Vanadzor"
"Կարեն Դեմիրճյան փողոց, Վանաձոր","Karen Demirchyan Street, Vanadzor"
"Улица Прометевса 6/18, Степанаван","Prometevs Street 6/18, Stepanavan"
"Мекенашинарарнери 26, Ванадзор","Mekenashinarreri 26, Vanadzor"
"Chukhajyan street 8, Vanadzor","Chukhajyan street 8, Vanadzor"
"Garegin Nzhdeh street, Stepanavan","Garegin Nzhdeh street, Stepanavan"
"Moskovyan street 5, Vanadzor","Moskovyan street 5, Vanadzor"
"Garegin Nzhdeh Street 11, Vanadzor","Garegin Nzhdeh Street 11, Vanadzor"
"Grigor Lusavorich street, Vanadzor","Grigor Lusavorich street, Vanadzor"
"Սայաթ-Նովա փողոց 15, Սևան","Sayat-Nova Street 15, Sevan"
"Սայաթ Նովա փողոց, Սևան","Sayat Nova Street, Sevan"
"Ա. Սեսմանուկյան փողոց 10, Վարդենիս","A. Sesmanukyan Street 10, Vardenis"
"Улица Лернагорцнери, Варденис","Lernagortsneri Street, Vardenis"
"Նալբանդյան փողոց 63, Սևան","63 Nalbandyan Street, Sevan"
"Սարգիս Սևանեցու փողոց 21, Սևան","21 Sargis Sevanetsi Street, Sevan"
"Улица Налбандяна 27, Севан","27 Nalbandyan Street, Sevan"
"Սայաթ Նովա փողոց 22, Սևան","Sayat Nova Street 22, Sevan"
"Улица Наирян 181, Севан","181 Nairyan Street, Sevan"
"Улица Лернагорцнери 3, Варденис","3 Lernagortsneri Street, Vardenis"
"Լեռնագործների փողոց 16, Քաջարան","16 Lernagortsneri Street, Kajaran"
"Լեռնագործների փողոց 20/22, Վարդենիս","20/22 Mountain Workers Street, Vardenis"
Gegharkunik › Martuni,Gegharkunik › Martuni
"Կարմիր Բանակի փողոց 54/33, Սևան","54/33 Red Army Street, Sevan"
"Սայաթ-Նովա փողոց, Սևան","Sayat-Nova Street, Sevan"
Syunik › Kapan,Syunik › Kapan
Tavush › Ijevan,Tavush › Ijevan
"Երկաթուղայինների փողոց, Կապան","Railwaymen Street, Kapan"
"20th Street, Sasunik village","20th Street, Sasunik village"
"Aram Manukyan street, Kapan","Aram Manukyan street, Kapan"
"Ն․ Սիսակյան փողոց 14, Աշտարակ","N. Sisakyan Street 14, Ashtarak"
"Tigran Mets Street, Ashtarak","Tigran Mets Street, Ashtarak"
"Բաղաբերդ թաղամաս, Կապան","Baghaberd district, Kapan"
"Ստեփան Շահումյանի փողոց, Կապան","Stepan Shahumyan Street, Kapan"
"Արտակի փողոց, Աշտարակ","Artak Street, Ashtarak"
"Կալինինի փողոց 177, Դիլիջան","177 Kalinin Street, Dilijan"
"Գետափնյա փողոց, Դիլիջան","Getapnya Street, Dilijan"
"Գայի փողոց 35, Դիլիջան","35 Gay Street, Dilijan"
"Անկախության փողոց 1, Իջևան","1 Ankakhutyan Street, Ijevan"
"Բարեկամություն փողոց, Դիլիջան","Barekamutyun Street, Dilijan"
"Մաշտոցի փողոց, Բերդ","Mashtots Street, Berd"
"Улица Шаумяна 10, Дилижан","10 Shaumyan Street, Dilijan"
"26 Կոմիսարների փողոց, Դիլիջան","26 Komissarneri Street, Dilijan"
"Բլբուլյան փողոց 95, Իջևան","95 Blbulyan Street, Ijevan"
"Հակոբջանյան փողոց, Դիլիջան","Hakobjanyan Street, Dilijan"
"Գետափնյա փողոց 86, Դիլիջան","86 Getapnya Street, Dilijan"
"Շամախյան փողոց, Դիլիջան","Shamakhyan Street, Dilijan"
"Улица Степана Шаумяна, Дилижан","Stepan Shahumyan Street, Dilijan"
"Անկախության փողոց 5, Իջևան","5 Ankakhutyan Street, Ijevan"
"Հովսեփյան փողոց 1, Դիլիջան","1 Hovsepyan Street, Dilijan"
"Moldovakan street, Dilijan station","Moldovakan street, Dilijan station"
"Ստեփան Շահումյանի փողոց, Դիլիջան","Stepan Shahumyan Street, Dilijan"
"Getapnya Street 72, Dilijan","Getapnya Street 72, Dilijan"
"Улица 26 Комиссаров 41/1, Дилижан","26 Komissarov Street 41/1, Dilijan"
Vayots Dzor › Jermuk,Vayots Dzor › Jermuk
"Martiros Saryan Street 27, Yerevan","Martiros Saryan Street 27, Yerevan"
"Проспект Арцаха 8/13, Ереван","Artsakh Avenue 8/13, Yerevan"
"Սայաթ-Նովայի պողոտա 21Ա, Երևան","21A Sayat-Nova Avenue, Yerevan"
"Minas Avetisyan 1 street, Yerevan","Minas Avetisyan 1 street, Yerevan"
"Aram Street 74, Yerevan","Aram Street 74, Yerevan"
"Khorenatsi street 27, Yerevan","Khorenatsi street 27, Yerevan"
"Leningradyan street 20, Yerevan","Leningradyan street 20, Yerevan"
"Komitas Avenue 39, Yerevan","Komitas Avenue 39, Yerevan"
"Tumanyan street 5a, Yerevan","Tumanyan street 5a, Yerevan"
"Թումանյան փողոց 5Ա, Երևան","5A Tumanyan Street, Yerevan"
"Mantashyan street Lane, Yerevan","Mantashyan street Lane, Yerevan"
"Qeru Street 22, Yerevan","Qeru Street 22, Yerevan"
"Բագրեվանդի 40-րդ փողոց 2, Ջրվեժ","2, Bagrevand 40th Street, Jrvezh"
"Sebastia St, Երևան","Sebastia St, Yerevan"
"Gai avenue 14, Yerevan","Gai avenue 14, Yerevan"
"Lvovyan street 3, Yerevan","Lvovyan street 3, Yerevan"
"Vahram Papazyan street 12, Yerevan","Vahram Papazyan street 12, Yerevan"
"Vilnyus street, Nor Nork 9th massive","Vilnyus street, Nor Nork 9th massive"
"Հարավ Արևմտյան Բ2 թաղամաս 119, Երևան","119 South Western B2 District, Yerevan"
"Mesrop Mashtots Avenue 2, Yerevan","Mesrop Mashtots Avenue 2, Yerevan"
"Улица Мовсеса Хоренаци, Ереван","Movses Khorenatsi Street, Yerevan"
"Nairi Zaryan street 21, Yerevan","Nairi Zaryan street 21, Yerevan"
"Byron street 12, Yerevan","Byron street 12, Yerevan"
"Yeznik Koghbatsi street 1a, Yerevan","Yeznik Koghbatsi street 1a, Yerevan"
"Մովսես Խորենացու փողոց 27Ա, Երևան","27A Movses Khorenatsi Street, Yerevan"
"Vardanants Street 18/2, Yerevan","Vardanants Street 18/2, Yerevan"
"Yeznik Koghbatsi street 4, Yerevan","Yeznik Koghbatsi street 4, Yerevan"
"Komitas Avenue 36, Yerevan","Komitas Avenue 36, Yerevan"
"Amiryan Street 4, Yerevan","Amiryan Street 4, Yerevan"
"Abovyan street 26a, Yerevan","Abovyan street 26a, Yerevan"
"Abovyan street 26B, Yerevan","Abovyan street 26B, Yerevan"
"Saryan Street 29, Yerevan","Saryan Street 29, Yerevan"
"Abovyan street 22, Yerevan","Abovyan street 22, Yerevan"
"Amiryan Street 4/3, Yerevan","Amiryan Street 4/3, Yerevan"
"Komitas Avenue 11, Yerevan","Komitas Avenue 11, Yerevan"
"Գյուլիքեխվյանի նրբանցք 1, Երևան","1 Gyulikekhvyan Alley, Yerevan"
"Nork 1st street, Yerevan","Nork 1st street, Yerevan"
"Հայկ Գյուլիքևխյանի փողոց 29, Երևան","29 Hayk Gyulikevkhyan Street, Yerevan"
"Մխիթար Հերացու փողոց 24, Երևան","24 Mkhitar Heratsi Street, Yerevan"
"Nork 2-nd street, Yerevan","Nork 2-nd street, Yerevan"
"Nork 5-th street, Yerevan","Nork 5-th street, Yerevan"
"Մոլդովական փողոց 29/1, Երևան","Moldovan Street 29/1, Yerevan"
"Բաղյան փողոց 2-րդ նրբանցք 4, Երևան","Baghyan Street 2nd Lane 4, Yerevan"
"Vantyan street, Yerevan","Vantyan street, Yerevan"
"Sasuntsi Davit Street, Yerevan","Sasuntsi Davit Street, Yerevan"
"Marshal Babajanyan street, Yerevan","Marshal Babajanyan street, Yerevan"
"Թբիլիսյան խճուղի 33/2, Երևան","33/2 Tbilisi Highway, Yerevan"
"Մովսես Խորենացու փողոց 1, Երևան","1 Movses Khorenatsi Street, Yerevan"
"Grigor Artsrunu street, Yerevan","Grigor Artsrunu street, Yerevan"
"Vardanants Street 5a, Yerevan","Vardanants Street 5a, Yerevan"
"Մարտիրոս Սարյանի փողոց 25, Երևան","25 Martiros Saryan Street, Yerevan"
"Zakian street 3, Yerevan","Zakian street 3, Yerevan"
"Davtashen 1st Block 1, Yerevan","Davtashen 1st Block 1, Yerevan"
"Դավթաշեն 4-րդ թաղամաս 44, Երևան","Davtashen 4th District 44, Yerevan"
"Shahsuvaryan street 6, Yerevan","Shahsuvaryan street 6, Yerevan"
"Микрорайон Норашен 30, Ереван","Microdistrict Norashen 30, Yerevan"
"Sundukyan Street 29, Yerevan","Sundukyan Street 29, Yerevan"
"Komitas Avenue 63, Yerevan","Komitas Avenue 63, Yerevan"
"Улица Никогайоса Адонца 17, Ереван","17 Nikogayos Adonts Street, Yerevan"
"Aram Khachatryan street 26/3, Yerevan","Aram Khachatryan street 26/3, Yerevan"
"Улица Мамиконянц 6, Ереван","6 Mamikonyants Street, Yerevan"
"Mamikonyants street 51/2, Yerevan","Mamikonyants street 51/2, Yerevan"
"Yervand Kochar street 11, Yerevan","Yervand Kochar street 11, Yerevan"
"Չեխովի փողոց 39, Երևան","39 Chekhov Street, Yerevan"
"Tbilisian Highway 35/1, Yerevan","Tbilisian Highway 35/1, Yerevan"
"Khachatur Abovyan Street 16, Yerevan","Khachatur Abovyan Street 16, Yerevan"
"Aram Street 70, Yerevan","Aram Street 70, Yerevan"
"Pavstos Buzand Street 17, Yerevan","Pavstos Buzand Street 17, Yerevan"
"Tigran Mets Avenue 27, Yerevan","Tigran Mets Avenue 27, Yerevan"
"Varshavyan street 36, Yerevan","Varshavyan street 36, Yerevan"
"Arabkir 19-th Street, Yerevan","Arabkir 19-th Street, Yerevan"
"Minas Avetisyan street, Yerevan","Minas Avetisyan street, Yerevan"
"Pushkin Street 37, Yerevan","Pushkin Street 37, Yerevan"
"Hrant Shahinyan street, Yerevan","Hrant Shahinyan street, Yerevan"
"Nalbandyan street 7/1, Yerevan","Nalbandyan street 7/1, Yerevan"
"Դավթաշեն 4-րդ թաղամաս 33/1, Երևան","Davtashen 4th district 33/1, Yerevan"
"Tumanyan street 30, Yerevan","Tumanyan street 30, Yerevan"
"Komitas Avenue 34, Yerevan","Komitas Avenue 34, Yerevan"
"Kocharyan street, Yerevan","Kocharyan street, Yerevan"
"Mikayel Nalbandyan Street 29, Yerevan","Mikayel Nalbandyan Street 29, Yerevan"
"Քեռու փողոց 57/1, Երևան","57/1 Keru Street, Yerevan"
"Aragats street, Yerevan","Aragats street, Yerevan"
"Marshal Baghramyan 2nd Deadlock, Yerevan","Marshal Baghramyan 2nd Deadlock, Yerevan"
"Արմենակ Արմենակյանի փողոց 1, Երևան","1 Armenak Armenakyan Street, Yerevan"
"Zaqyan Street 2, Yerevan","Zaqyan Street 2, Yerevan"
"Սողոմոն Տարոնցի փողոց 8/1, Երևան","Soghomon Tarontsi Street 8/1, Yerevan"
"Northern Ray, Yerevan","Northern Ray, Yerevan"
"Gyulbenkyan street 33, Yerevan","Gyulbenkyan street 33, Yerevan"
"Իսահակյան թաղամաս 5/5, Երևան","Isahakyan district 5/5, Yerevan"
"Malatia St, Yerevan","Malatia St, Yerevan"
"Abovyan street 2/5, Yerevan","Abovyan street 2/5, Yerevan"
"Komitas Avenue 31, Yerevan","Komitas Avenue 31, Yerevan"
"Հայկ Գյուլիքևխյանի փողոց 1, Երևան","1 Hayk Gyulikevkhyan Street, Yerevan"
"Khanjyan Street 13, Yerevan","Khanjyan Street 13, Yerevan"
"Տերյան փողոց, Yerevan","Teryan Street, Yerevan"
"Arshakuniats Avenue 28, Yerevan","Arshakuniats Avenue 28, Yerevan"
"Tumanyan street 11a, Yerevan","Tumanyan street 11a, Yerevan"
"Marshal Baghramyan avenue 19, Yerevan","Marshal Baghramyan avenue 19, Yerevan"
"Մարտիրոս Սարյանի փողոց 35, Երևան","35 Martiros Saryan Street, Yerevan"
"Bagratunyats Avenue 17/152, Yerevan","Bagratunyats Avenue 17/152, Yerevan"
"Թոթովենցի փողոց 1, Երևան","Totoventsi Street 1, Yerevan"
"Halabyan Street 19, Yerevan","Halabyan Street 19, Yerevan"
"Halabyan Street 43, Yerevan","Halabyan Street 43, Yerevan"
"Ohanov street 1, Yerevan","Ohanov street 1, Yerevan"
"Narekatsi block, Երևան","Narekatsi block, Yerevan"
"Gulakyan Street 2a, Yerevan","Gulakyan Street 2a, Yerevan"
"Улица Гусана Шерама 51, Ереван","Gusan Sheram Street 51, Yerevan"
"16th block, Yerevan","16th block, Yerevan"
"Pavstos Buzand Street 87/1, Yerevan","Pavstos Buzand Street 87/1, Yerevan"
"Վահան Տերյանի փողոց 1, Երևան","1 Vahan Teryan Street, Yerevan"
"Ghazaros Aghayan Street 7, Yerevan","Ghazaros Aghayan Street 7, Yerevan"
"Teryan street 1/1, Yerevan","Teryan street 1/1, Yerevan"
"Verin Antarayin street 131, Yerevan","Verin Antarayin street 131, Yerevan"
"Pushkin Street 48, Yerevan","Pushkin Street 48, Yerevan"
"Araqelyan street, Yerevan","Araqelyan street, Yerevan"
"Lvovyan street 14/1, Yerevan","Lvovyan street 14/1, Yerevan"
"Arno Babajanian street 43, Yerevan","Arno Babajanian street 43, Yerevan"
"Գյուլիքեխվյանի նրբանցք 6, Երևան","6 Gyulikekhvyan Alley, Yerevan"
"Nansen street 4, Yerevan","Nansen street 4, Yerevan"
"Վաղարշ Վաղարշյան փողոց 12/4, Երևան","Vagharsh Vagharshyan Street 12/4, Yerevan"
"Սայաթ-Նովա թաղամաս 3, Երևան","Sayat-Nova District 3, Yerevan"
"Կարապետ Ուլնեցու փողոցի 3-րդ փակուղի 5, Երևան","5, Karapet Ulnetsi Street, 3rd Dead End, Yerevan"
"Nansen street 2, Yerevan","Nansen street 2, Yerevan"
"Forest Street 3, Yerevan","Forest Street 3, Yerevan"
"Chekhov street 28, Yerevan","Chekhov street 28, Yerevan"
"Նորաշեն թաղամաս 4, Երևան","Norashen District 4, Yerevan"
"Ashot Hovhannisyan Street 1/1, Yerevan","Ashot Hovhannisyan Street 1/1, Yerevan"
"Микрорайон Норашен 11, Ереван","Microdistrict Norashen 11, Yerevan"
"Isahakyan block, Yerevan","Isahakyan block, Yerevan"
"Glinka Street, Yerevan","Glinka Street, Yerevan"
"Улица Теряна, Yerevan","Teryan street, Yerevan"
"Nersisyan St, Yerevan","Nersisyan St, Yerevan"
"Մովսես Խորենացի փողոց 2-րդ նրբանցք 10/1, Երևան","Movses Khorenatsi Street 2nd Lane 10/1, Yerevan"
"Aygedzor Lane, Yerevan","Aygedzor Lane, Yerevan"
"Mamikonyants St, Yerevan","Mamikonyants St, Yerevan"
"Улица Павстоса Бузанда 1, Ереван","Pavstos Buzand Street 1, Yerevan"
"Azatutyan Avenue 13/1, Yerevan","Azatutyan Avenue 13/1, Yerevan"
"Komitas Avenue 23, Yerevan","Komitas Avenue 23, Yerevan"
"Հովհաննես Շիրազի փողոց 14, Երևան","14 Hovhannes Shiraz Street, Yerevan"
"Fuchik 2-nd Lane, Yerevan","Fuchik 2-nd Lane, Yerevan"
"Ղազարոս Աղայան փողոց 11, Երևան","Ghazaros Aghayan Street 11, Yerevan"
"Nerqin Shengavit 9th street, Երևան","Nerqin Shengavit 9th street, Yerevan"
"Rostovyan street, Yerevan","Rostovyan street, Yerevan"
"Վահան Տերյանի փողոց 62Ա, Երևան","62A Vahan Teryan Street, Yerevan"
"Khorenatsi street 6, Yerevan","Khorenatsi street 6, Yerevan"
"Eghishe Tadevosyan Lane, Yerevan","Eghishe Tadevosyan Lane, Yerevan"
"Նաիրի Զարյան փողոց 74Բ, Երևան","74B Nairi Zaryan Street, Yerevan"
"Hanrapetutyun street 67, Yerevan","Hanrapetutyun street 67, Yerevan"
"Nairi Zaryan street 74a, Yerevan","Nairi Zaryan street 74a, Yerevan"
